date,output
"Sep,1993",110.29087964653506
"Oct,1993",103.09848273928851
"Nov,1993",110.21406737671359
"Dec,1993",124.82702407173717
"Jan,1994",139.62873260230882
"Feb,1994",129.38542989779623
"Mar,1994",117.73295200320818
"Apr,1994",105.53256310456239
"May,1994",103.25306804830876
"Jun,1994",116.14530665640696
"Jul,1994",124.13289780169033
"Aug,1994",122.1628364008786
"Sep,1994",113.00066671421516
"Oct,1994",106.49530067804037
"Nov,1994",112.53634784409374
"Dec,1994",126.9537104967143
"Jan,1995",138.50343532994842
"Feb,1995",131.0482941597374
"Mar,1995",121.94907754974867
"Apr,1995",110.86383620375254
"May,1995",110.13303050697927
"Jun,1995",117.80009977840672
"Jul,1995",129.46597623732512
"Aug,1995",134.94466803224282
"Sep,1995",118.40346842121009
"Oct,1995",111.26322982762305
"Nov,1995",120.34415704776792
"Dec,1995",137.33865425001915
"Jan,1996",149.78773517663052
"Feb,1996",140.69932594998005
"Mar,1996",131.79582086377422
"Apr,1996",117.1696837377174
"May,1996",116.4524531852217
"Jun,1996",124.5296581060558
"Jul,1996",130.7680266741541
"Aug,1996",131.78816442240753
"Sep,1996",120.68011345776348
"Oct,1996",113.91725661630436
"Nov,1996",123.76329455818978
"Dec,1996",138.25086175900256
"Jan,1997",150.56833355190017
"Feb,1997",137.41214186888863
"Mar,1997",127.16625908823376
"Apr,1997",116.75237549606693
"May,1997",113.32472724527105
"Jun,1997",122.51330188959253
"Jul,1997",135.97646711025916
"Aug,1997",135.06711872058358
"Sep,1997",126.18652906517836
"Oct,1997",119.46100597182046
"Nov,1997",126.57440851737915
"Dec,1997",142.21497652864684
"Jan,1998",146.50061545633565
"Feb,1998",135.84654654404267
"Mar,1998",134.0092783214498
"Apr,1998",118.93841581231482
"May,1998",121.02761260876456
"Jun,1998",134.21956098654627
"Jul,1998",145.8075416723399
"Aug,1998",145.46164577116983
"Sep,1998",136.26937195043018
"Oct,1998",124.78677408373632
"Nov,1998",126.99333768771378
"Dec,1998",143.10610243904173
"Jan,1999",159.56302648606263
"Feb,1999",142.5827397987669
"Mar,1999",142.01653348063223
"Apr,1999",126.13521680333878
"May,1999",124.48045773661747
"Jun,1999",137.86300143217574
"Jul,1999",153.14390328612214
"Aug,1999",151.59501985492992
"Sep,1999",137.27032734476833
"Oct,1999",127.02587821170154
"Nov,1999",129.60526992135416
"Dec,1999",149.14984606322358
"Jan,2000",161.48044536441077
"Feb,2000",149.09068265592725
"Mar,2000",139.4078293680744
"Apr,2000",129.00375510159793
"May,2000",133.90053324124653
"Jun,2000",144.47620464683968
"Jul,2000",152.48212636306172
"Aug,2000",157.99043335288593
"Sep,2000",144.68713244713345
"Oct,2000",132.43509147725268
"Nov,2000",140.37261042370702
"Dec,2000",163.5095557444894
"Jan,2001",174.2903777397944
"Feb,2001",155.3698317447695
"Mar,2001",148.5656533870083
"Apr,2001",132.82594056490376
"May,2001",132.3612569933958
"Jun,2001",145.08486324515175
"Jul,2001",154.34582656819808
"Aug,2001",160.0882623082902
"Sep,2001",142.09724716016518
"Oct,2001",133.21897321335308
"Nov,2001",133.74330303680776
"Dec,2001",150.1855830834876
"Jan,2002",166.41914950928592
"Feb,2002",153.98361044013313
"Mar,2002",150.972275196896
"Apr,2002",139.02850556181687
"May,2002",138.25492209984935
"Jun,2002",151.30402458284428
"Jul,2002",166.4082528425806
"Aug,2002",165.32774568031064
"Sep,2002",151.94022026429016
"Oct,2002",141.64263146598088
"Nov,2002",144.5133825824916
"Dec,2002",164.620555493391
"Jan,2003",180.11640291468797
"Feb,2003",169.91980927435057
"Mar,2003",154.87343918718463
"Apr,2003",139.4645324314429
"May,2003",140.26397422021802
"Jun,2003",149.61996066641106
"Jul,2003",168.09331405093363
"Aug,2003",171.96053470058078
"Sep,2003",153.09262418852325
"Oct,2003",142.67457411151207
"Nov,2003",146.23212158135496
"Dec,2003",171.11640015106187
"Jan,2004",188.12734560994986
"Feb,2004",175.7907608951469
"Mar,2004",158.1377463586979
"Apr,2004",143.89482291265242
"May,2004",147.87092535900197
"Jun,2004",158.78373312400583
"Jul,2004",169.41238704527095
"Aug,2004",166.9306885981146
"Sep,2004",156.79603452754654
"Oct,2004",146.10793889306362
"Nov,2004",149.7454364544202
"Dec,2004",176.84775378566647
"Jan,2005",186.1280842426031
"Feb,2005",170.59262978370367
"Mar,2005",166.03016346787325
"Apr,2005",145.241151128537
"May,2005",146.6436013806635
"Jun,2005",167.46770836049845
"Jul,2005",182.5364203682017
"Aug,2005",184.63994037536443
"Sep,2005",167.3225861858568
"Oct,2005",151.67963045391082
"Nov,2005",153.02373174442272
"Dec,2005",183.26839697759402
"Jan,2006",177.09575450408985
"Feb,2006",172.26876763728058
"Mar,2006",167.15138956917227
"Apr,2006",148.80345372143677
"May,2006",153.23589384706003
"Jun,2006",171.29122960589604
"Jul,2006",189.2542073651415
"Aug,2006",190.4236145001466
"Sep,2006",163.6909155771349
"Oct,2006",154.64073770536027
"Nov,2006",158.19961396189154
"Dec,2006",176.72976134332072
"Jan,2007",192.35037894223663
"Feb,2007",192.17931143489264
"Mar,2007",170.62690226493012
"Apr,2007",156.38628042033062
"May,2007",158.6913097276914
"Jun,2007",174.23330312269366
"Jul,2007",185.8215841526691
"Aug,2007",197.3204824593431
"Sep,2007",175.76682488100528
"Oct,2007",161.18102409486974
"Nov,2007",162.9248312836418
"Dec,2007",185.39907960057104
"Jan,2008",199.64615371386253
"Feb,2008",188.37749623591583
"Mar,2008",174.9958134912453
"Apr,2008",158.7118174031673
"May,2008",159.30279348177825
"Jun,2008",181.7147355704519
"Jul,2008",193.8190849522497
"Aug,2008",188.42944827636867
"Sep,2008",171.36361772422097
"Oct,2008",159.75179561673988
"Nov,2008",164.86024655458752
"Dec,2008",192.51509104946922
"Jan,2009",205.77554220799342
"Feb,2009",184.11633757315724
"Mar,2009",172.72554191815067
"Apr,2009",155.852541722632
"May,2009",154.8548065588394
"Jun,2009",172.2071808376863
"Jul,2009",184.22195399495226
"Aug,2009",187.69079613056968
"Sep,2009",168.59034286398312
"Oct,2009",158.84281864705127
"Nov,2009",159.1269303735881
"Dec,2009",197.3219576671988
"Jan,2010",212.4116864444739
"Feb,2010",197.49012042189838
"Mar,2010",175.7701934752252
"Apr,2010",154.53660238022303
"May,2010",162.8414930588692
"Jun,2010",187.28315231426927
"Jul,2010",202.68000959593581
"Aug,2010",203.07776790462353
"Sep,2010",180.29144939824593
"Oct,2010",160.31079307119236
"Nov,2010",167.43955557275558
"Dec,2010",206.56834551657542
"Jan,2011",216.1378578837041
"Feb,2011",194.44719999640998
"Mar,2011",179.66962687738692
"Apr,2011",162.18689563745187
"May,2011",163.66388993474203
"Jun,2011",187.04515048878116
"Jul,2011",208.9058041558976
"Aug,2011",207.11830371330728
"Sep,2011",181.57209867857662
"Oct,2011",165.12311495062195
"Nov,2011",171.62942025084357
"Dec,2011",196.5932071935261
"Jan,2012",205.31541191820114
"Feb,2012",189.7690978002086
"Mar,2012",171.99250198821125
"Apr,2012",161.11230546004916
"May,2012",170.88463329926117
"Jun,2012",186.5372394980293
"Jul,2012",208.7183542559769
"Aug,2012",203.08979841510217
"Sep,2012",179.04900455133227
"Oct,2012",167.4677291296332
"Nov,2012",175.01096441720597
"Dec,2012",195.51546533296252
"Jan,2013",214.76312078121347
"Feb,2013",198.6936467381246
"Mar,2013",191.95720408614548
"Apr,2013",169.8177273256478
"May,2013",169.93142990635667
"Jun,2013",188.33365744542067
"Jul,2013",206.25491590449965
"Aug,2013",202.80019656724303
"Sep,2013",186.34460344758585
"Oct,2013",172.48268665751107
"Nov,2013",183.03094279014863
"Dec,2013",213.73946640093683
"Jan,2014",234.32561017443143
"Feb,2014",213.12920698894712
"Mar,2014",198.03696903004732
"Apr,2014",170.875025857959
"May,2014",174.57912556863818
"Jun,2014",193.272944016823
"Jul,2014",206.17605873758737
"Aug,2014",205.7464866629784
"Sep,2014",191.1867072301099
"Oct,2014",176.10267942008625
"Nov,2014",190.28382002701255
"Dec,2014",208.94134621377322
"Jan,2015",230.08785784472678
"Feb,2015",222.91305207550118
"Mar,2015",200.34577698499285
"Apr,2015",172.31649799295673
"May,2015",175.11451368086946
"Jun,2015",197.56978591040527
"Jul,2015",215.12598347258267
"Aug,2015",213.37549808398109
"Sep,2015",196.88318188327042
"Oct,2015",177.1547712905218
"Nov,2015",180.21168412892055
"Dec,2015",200.12560120823815
"Jan,2016",227.2821688649239
"Feb,2016",207.31867380432115
"Mar,2016",185.55657591457674
"Apr,2016",174.03725685410288
"May,2016",177.00492840343034
"Jun,2016",203.2011596028819
"Jul,2016",223.98960344321281
"Aug,2016",226.17772057766834
"Sep,2016",201.45809305285277
"Oct,2016",179.57280641623922
"Nov,2016",182.55338228571293
"Dec,2016",221.89688023331217
"Jan,2017",226.27288521214606
"Feb,2017",196.2546166338988
"Mar,2017",199.55964139165613
"Apr,2017",174.72062377463004
"May,2017",182.31945195340612
"Jun,2017",202.51652774304958
"Jul,2017",222.6211086501603
"Aug,2017",216.49565261244948
"Sep,2017",196.23969878143026
"Oct,2017",186.5208848230443
"Nov,2017",194.1814438059498
"Dec,2017",229.15306541025478
